subscriberID,churn,gender,AGE,edu_class,incomeCode,duration,feton,peakMinAv,peakMinDiff,posTrend,negTrend,nrProm,prom,curPlan,avgplan,planChange,posPlanChange,negPlanChange,call_10086
71053276.000000,0.000000,0.000000,28.000000,2.000000,35.000000,34.000000,0.000000,354.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71063215.000000,1.000000,0.000000,35.000000,1.000000,38.000000,14.000000,0.000000,200.000000,-235.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71067203.000000,1.000000,0.000000,13.000000,1.000000,17.000000,4.000000,0.000000,274.333333,-284.000000,0.000000,1.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
71068509.000000,1.000000,1.000000,25.000000,1.000000,34.000000,4.000000,0.000000,292.333333,31.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71068869.000000,0.000000,0.000000,21.000000,1.000000,35.000000,13.000000,1.000000,275.000000,117.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
71070721.000000,1.000000,0.000000,30.000000,1.000000,38.000000,4.000000,0.000000,260.666667,-533.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71086825.000000,1.000000,1.000000,14.000000,2.000000,24.000000,12.000000,0.000000,277.000000,50.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71090688.000000,0.000000,1.000000,21.000000,2.000000,45.000000,14.000000,1.000000,557.333333,322.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71098814.000000,0.000000,0.000000,10.000000,2.000000,43.000000,45.000000,1.000000,153.666667,233.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
71100952.000000,0.000000,0.000000,32.000000,1.000000,17.000000,22.000000,1.000000,43.333333,36.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71101999.000000,0.000000,1.000000,32.000000,2.000000,32.000000,45.000000,0.000000,488.333333,23.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71104526.000000,1.000000,1.000000,27.000000,1.000000,8.000000,13.000000,0.000000,54.666667,-67.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71104876.000000,0.000000,0.000000,46.000000,1.000000,5.000000,14.000000,1.000000,181.333333,-166.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71117733.000000,0.000000,1.000000,32.000000,1.000000,12.000000,32.000000,1.000000,245.666667,68.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71120071.000000,1.000000,0.000000,26.000000,1.000000,52.000000,10.000000,0.000000,139.666667,-419.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71125214.000000,1.000000,1.000000,37.000000,0.000000,46.000000,12.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
71125668.000000,1.000000,0.000000,39.000000,1.000000,38.000000,4.000000,0.000000,73.333333,54.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71126318.000000,1.000000,1.000000,20.000000,1.000000,10.000000,13.000000,0.000000,149.000000,-97.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71131179.000000,0.000000,0.000000,38.000000,0.000000,15.000000,29.000000,1.000000,228.333333,-11.000000,0.000000,1.000000,2.000000,1.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
71139353.000000,1.000000,0.000000,32.000000,1.000000,22.000000,2.000000,0.000000,462.333333,220.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71153632.000000,0.000000,1.000000,67.000000,1.000000,42.000000,19.000000,1.000000,71.666667,36.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71158717.000000,1.000000,1.000000,22.000000,0.000000,19.000000,3.000000,0.000000,58.000000,85.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71170446.000000,1.000000,0.000000,32.000000,0.000000,30.000000,8.000000,0.000000,66.000000,-151.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71172578.000000,1.000000,0.000000,24.000000,2.000000,38.000000,4.000000,0.000000,281.333333,81.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71184435.000000,0.000000,1.000000,17.000000,1.000000,21.000000,24.000000,0.000000,111.333333,-61.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
71189663.000000,1.000000,0.000000,36.000000,1.000000,50.000000,12.000000,0.000000,355.666667,133.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71208609.000000,0.000000,1.000000,27.000000,0.000000,15.000000,24.000000,1.000000,221.666667,118.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71211211.000000,0.000000,0.000000,23.000000,2.000000,52.000000,28.000000,0.000000,42.000000,12.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71215296.000000,1.000000,1.000000,14.000000,1.000000,56.000000,9.000000,0.000000,116.500000,-233.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71225444.000000,0.000000,0.000000,20.000000,0.000000,33.000000,7.000000,1.000000,98.000000,26.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71225781.000000,1.000000,0.000000,21.000000,1.000000,6.000000,3.000000,0.000000,435.000000,302.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
71226698.000000,0.000000,0.000000,20.000000,1.000000,36.000000,13.000000,1.000000,344.666667,-91.000000,0.000000,1.000000,3.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
71228373.000000,0.000000,1.000000,69.000000,1.000000,26.000000,15.000000,1.000000,300.000000,-269.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71233606.000000,1.000000,1.000000,16.000000,2.000000,46.000000,13.000000,0.000000,156.000000,29.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71233904.000000,1.000000,1.000000,14.000000,0.000000,11.000000,3.000000,0.000000,316.000000,-217.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71246504.000000,1.000000,0.000000,46.000000,1.000000,20.000000,11.000000,0.000000,283.333333,15.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71251332.000000,1.000000,0.000000,12.000000,0.000000,31.000000,4.000000,0.000000,169.000000,-320.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71307343.000000,0.000000,0.000000,41.000000,2.000000,48.000000,12.000000,1.000000,345.666667,-26.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71315805.000000,0.000000,0.000000,17.000000,0.000000,48.000000,12.000000,1.000000,275.333333,458.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71322234.000000,1.000000,1.000000,44.000000,0.000000,18.000000,11.000000,1.000000,362.333333,-93.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71335781.000000,0.000000,0.000000,31.000000,2.000000,21.000000,42.000000,1.000000,396.000000,62.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71335849.000000,0.000000,0.000000,35.000000,0.000000,5.000000,6.000000,1.000000,300.666667,37.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71344162.000000,1.000000,1.000000,41.000000,1.000000,16.000000,9.000000,0.000000,184.000000,-167.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71352002.000000,1.000000,0.000000,38.000000,0.000000,8.000000,11.000000,1.000000,44.666667,-71.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71354382.000000,0.000000,1.000000,22.000000,1.000000,11.000000,13.000000,1.000000,187.666667,54.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71359360.000000,1.000000,1.000000,47.000000,3.000000,2.000000,9.000000,0.000000,269.666667,-103.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71361917.000000,1.000000,1.000000,19.000000,3.000000,4.000000,5.000000,1.000000,40.333333,-121.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71366663.000000,0.000000,0.000000,25.000000,1.000000,29.000000,11.000000,1.000000,115.666667,56.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71377203.000000,1.000000,0.000000,24.000000,2.000000,22.000000,14.000000,0.000000,135.666667,111.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71388503.000000,0.000000,0.000000,17.000000,1.000000,51.000000,7.000000,1.000000,279.333333,31.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71407817.000000,1.000000,0.000000,38.000000,1.000000,46.000000,2.000000,1.000000,178.000000,-14.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71410408.000000,1.000000,1.000000,31.000000,0.000000,8.000000,10.000000,1.000000,269.666667,-122.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71411660.000000,1.000000,1.000000,18.000000,0.000000,50.000000,9.000000,1.000000,341.333333,-550.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71412363.000000,1.000000,1.000000,21.000000,0.000000,13.000000,3.000000,0.000000,142.333333,3.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71414059.000000,1.000000,1.000000,14.000000,0.000000,6.000000,2.000000,1.000000,177.666667,-272.000000,0.000000,1.000000,3.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,1.000000
71414792.000000,0.000000,0.000000,53.000000,0.000000,37.000000,8.000000,1.000000,335.333333,-32.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71420241.000000,0.000000,0.000000,24.000000,1.000000,12.000000,7.000000,1.000000,109.333333,64.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71434855.000000,1.000000,0.000000,14.000000,3.000000,14.000000,3.000000,1.000000,399.666667,140.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71459504.000000,0.000000,0.000000,32.000000,0.000000,23.000000,5.000000,0.000000,309.000000,164.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71460766.000000,0.000000,1.000000,19.000000,0.000000,12.000000,22.000000,1.000000,61.000000,70.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71464010.000000,1.000000,1.000000,53.000000,0.000000,47.000000,5.000000,1.000000,163.666667,150.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71467626.000000,0.000000,0.000000,67.000000,0.000000,58.000000,21.000000,1.000000,123.000000,-73.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71470373.000000,1.000000,0.000000,15.000000,0.000000,13.000000,3.000000,1.000000,315.333333,-5.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71472089.000000,1.000000,0.000000,31.000000,3.000000,46.000000,5.000000,0.000000,17.333333,-18.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71479457.000000,0.000000,1.000000,40.000000,0.000000,22.000000,7.000000,1.000000,183.666667,-28.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71481939.000000,0.000000,0.000000,27.000000,0.000000,10.000000,17.000000,1.000000,296.333333,29.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71496644.000000,1.000000,1.000000,16.000000,1.000000,12.000000,14.000000,0.000000,285.333333,-280.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71500057.000000,1.000000,1.000000,14.000000,0.000000,11.000000,3.000000,0.000000,356.333333,2.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71501698.000000,1.000000,0.000000,35.000000,1.000000,25.000000,3.000000,1.000000,182.000000,-73.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71513951.000000,1.000000,1.000000,47.000000,0.000000,5.000000,3.000000,0.000000,428.333333,-237.000000,0.000000,1.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71515245.000000,1.000000,0.000000,31.000000,0.000000,40.000000,7.000000,0.000000,318.666667,-12.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71515716.000000,1.000000,0.000000,22.000000,0.000000,46.000000,8.000000,0.000000,89.666667,60.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71518508.000000,1.000000,1.000000,18.000000,2.000000,10.000000,8.000000,0.000000,353.666667,-10.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71519033.000000,0.000000,0.000000,11.000000,1.000000,49.000000,28.000000,1.000000,242.000000,-24.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
71524385.000000,0.000000,1.000000,19.000000,0.000000,33.000000,6.000000,1.000000,88.000000,-36.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71526098.000000,0.000000,1.000000,27.000000,0.000000,15.000000,18.000000,1.000000,40.000000,-30.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71540781.000000,0.000000,1.000000,25.000000,2.000000,21.000000,8.000000,1.000000,187.666667,71.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71540933.000000,0.000000,1.000000,15.000000,0.000000,48.000000,34.000000,1.000000,206.000000,59.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
71541189.000000,0.000000,1.000000,15.000000,1.000000,53.000000,12.000000,0.000000,193.000000,-119.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71547104.000000,0.000000,1.000000,40.000000,0.000000,46.000000,26.000000,1.000000,291.000000,129.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71553937.000000,0.000000,0.000000,51.000000,0.000000,11.000000,24.000000,1.000000,519.000000,286.000000,1.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71556773.000000,1.000000,0.000000,25.000000,0.000000,35.000000,2.000000,0.000000,303.666667,-56.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71556789.000000,1.000000,1.000000,14.000000,2.000000,41.000000,3.000000,1.000000,381.666667,-237.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71560836.000000,1.000000,1.000000,53.000000,2.000000,51.000000,4.000000,0.000000,618.000000,70.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71563905.000000,0.000000,1.000000,32.000000,0.000000,53.000000,6.000000,1.000000,69.000000,-37.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71564493.000000,1.000000,1.000000,40.000000,0.000000,9.000000,4.000000,0.000000,99.333333,10.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71564685.000000,0.000000,0.000000,43.000000,1.000000,2.000000,8.000000,1.000000,260.000000,155.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71569332.000000,1.000000,0.000000,33.000000,2.000000,25.000000,9.000000,1.000000,43.666667,-21.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71569807.000000,1.000000,0.000000,25.000000,3.000000,31.000000,6.000000,1.000000,1269.333333,692.000000,1.000000,0.000000,0.000000,0.000000,4.000000,2.000000,3.000000,1.000000,0.000000,0.000000
71574126.000000,0.000000,0.000000,45.000000,3.000000,26.000000,11.000000,1.000000,361.333333,70.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71575599.000000,0.000000,1.000000,49.000000,2.000000,11.000000,15.000000,1.000000,81.333333,43.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71577706.000000,0.000000,0.000000,19.000000,1.000000,29.000000,12.000000,1.000000,244.333333,66.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
71578629.000000,0.000000,0.000000,27.000000,0.000000,2.000000,11.000000,0.000000,477.666667,129.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,1.000000
71600101.000000,0.000000,0.000000,34.000000,0.000000,32.000000,8.000000,1.000000,68.000000,-77.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71608016.000000,1.000000,1.000000,30.000000,1.000000,12.000000,6.000000,0.000000,142.666667,-192.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
71611068.000000,0.000000,0.000000,39.000000,2.000000,38.000000,30.000000,0.000000,199.666667,37.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71616287.000000,1.000000,0.000000,34.000000,3.000000,8.000000,5.000000,0.000000,204.666667,-174.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71624873.000000,1.000000,1.000000,19.000000,2.000000,38.000000,12.000000,0.000000,728.666667,511.000000,1.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71626150.000000,0.000000,1.000000,58.000000,1.000000,12.000000,34.000000,1.000000,271.666667,50.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
71635654.000000,0.000000,0.000000,26.000000,1.000000,15.000000,21.000000,1.000000,256.333333,-3.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71636811.000000,1.000000,1.000000,45.000000,1.000000,8.000000,15.000000,1.000000,381.000000,-176.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71638603.000000,1.000000,0.000000,29.000000,2.000000,50.000000,6.000000,0.000000,560.000000,340.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71640406.000000,1.000000,1.000000,27.000000,0.000000,38.000000,2.000000,1.000000,257.333333,208.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
71642386.000000,0.000000,1.000000,18.000000,0.000000,58.000000,7.000000,1.000000,113.000000,45.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
71645956.000000,0.000000,1.000000,34.000000,1.000000,25.000000,20.000000,1.000000,166.333333,-11.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
71646310.000000,0.000000,0.000000,50.000000,0.000000,3.000000,8.000000,0.000000,201.333333,27.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
71647277.000000,1.000000,0.000000,16.000000,0.000000,38.000000,2.000000,0.000000,134.333333,-263.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
71653706.000000,0.000000,0.000000,53.000000,1.000000,51.000000,24.000000,1.000000,23.000000,-12.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
